,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
732,Jorg,1.20547,-0.20676,-8.70509,-3.09934,2.65738,0.14110,Schottis,0.40246,0.14025,-11.64630,3.69183,True,1.67480
733,Bob,-0.69996,-0.20580,-3.40116,-2.03478,1.65320,-0.38569,Slängpolskor,-1.05341,2.00404,-8.54439,-2.25123,True,-5.20038
734,Jorg,1.19098,0.90495,-3.04950,-2.73364,2.36837,0.87657,Schottis,0.21584,0.06579,-8.06685,-2.17150,True,4.43015
735,Jorg,1.87090,-0.77049,1.67941,-2.68231,2.44636,-0.56821,Polskor,-0.78695,-0.33208,-6.95560,-0.03029,False,10.19421
736,Jorg,0.94012,0.11199,-3.58806,-2.69525,2.38424,-0.66979,Schottis,-3.56120,-1.69476,-8.44184,-1.45540,True,2.90655
737,Bob,0.08293,-0.44374,-0.02725,-2.66766,2.35812,-0.22698,Polka,-2.32114,1.76182,-9.80188,0.18371,False,0.40104
738,Jorg,-0.28159,-0.00008,-3.43563,-2.95045,2.54567,-0.72895,Slängpolskor,0.09567,0.23418,-4.52537,-1.79936,True,-3.12578
739,Jorg,0.91595,-0.48541,-0.07246,-2.42536,2.27012,0.08681,Schottis,2.79880,3.22795,-8.86394,-1.92164,False,4.54350
740,Atsuto,0.15856,-0.40279,1.66960,-1.72802,1.47111,0.00743,Polka,0.35999,-0.32411,-9.55245,-3.18764,True,1.62760
741,Jorg,-0.03477,1.33723,-0.94225,-2.92509,2.47237,0.92269,Slängpolskor,-1.74686,0.12945,-8.26392,-1.77164,False,-0.64497
742,Bob,1.12692,1.76956,-8.01993,-3.55786,2.92745,1.73686,Schottis,0.36057,2.00157,-8.52309,-2.34473,True,1.62465
743,Bob,0.48422,0.19165,-1.17213,-2.74010,2.32111,0.38559,Polka,-1.18447,1.27608,-9.68373,-1.25389,False,1.83502
744,Jorg,-0.64477,0.84900,-1.03676,-1.84558,1.60704,0.56605,Slängpolskor,-1.08748,-1.79577,-7.85130,-1.64945,False,-3.74222
745,Jorg,0.01788,0.12674,-1.12391,-2.69220,2.29754,-0.10672,Polka,-1.37019,-0.79984,-7.12982,-2.07892,False,-0.47253
746,Jorg,-0.34029,-0.20951,2.18376,-1.88060,1.78257,-0.08126,Slängpolskor,3.51915,0.81934,-7.15183,-0.72421,True,-0.60959
747,Bob,-0.77302,0.28797,3.68583,-2.74080,2.22372,0.53510,Hambo,0.02030,-2.90542,-10.08480,-1.20436,True,-2.02217
748,Jorg,-0.06158,-0.34617,-0.88369,-2.25116,1.99754,0.30922,Slängpolskor,-0.49355,0.33429,-8.67099,-1.58855,True,-0.74974
749,Jorg,-0.50430,0.11867,-2.09442,-2.18629,1.86734,0.17275,Slängpolskor,-2.36883,-2.98214,-11.04914,3.24456,True,-3.56872
750,Atsuto,-1.24711,-0.57262,1.02479,-2.15627,1.88990,-0.85358,Hambo,0.08006,-0.21307,-9.30988,1.35380,False,-5.72318
751,Bob,0.32234,0.51050,-3.65881,-2.46063,2.38010,0.25956,Polka,-1.04738,0.59095,-6.85557,-3.48643,True,-0.21772
752,Jorg,-2.29404,-0.40485,5.24190,-2.51493,2.15471,-0.55446,Hambo,1.08822,1.38591,-7.16074,0.19103,True,-8.84925
753,Bob,0.14956,0.73177,0.46338,-3.26714,2.62836,1.50919,Polka,-0.23835,-0.09188,-7.13978,-0.72138,True,0.97950
754,Bob,-0.81193,0.62455,4.06377,-3.45543,3.01213,0.11018,Hambo,-1.58731,-1.07851,-9.89570,-1.34605,True,-2.02776
755,Bob,0.16672,-1.79494,-0.80851,-2.98724,2.57391,-1.56195,Polka,-3.06070,0.93239,-8.83892,-3.11074,True,0.42935
756,Atsuto,0.73438,0.00935,-1.80285,-2.21851,2.00223,-0.57569,Polka,0.02480,0.48608,-9.30691,0.73071,True,2.77045
757,Jorg,0.27784,-0.08173,-2.16239,-2.43481,2.08270,-0.63819,Polka,2.58898,0.27598,-6.76459,-0.32029,True,0.30801
758,Jorg,-0.55874,-0.07386,-3.15716,-2.54900,2.40759,-0.07935,Slängpolskor,1.99235,-1.38479,-8.13661,-2.61335,True,-4.37229
759,Jorg,0.36049,1.07332,-0.44626,-2.86301,2.51649,1.52223,Polka,-1.58337,-0.53621,-6.80138,1.90884,False,1.57932
760,Jorg,0.47530,-0.17325,-4.99380,-1.73766,1.61790,-0.23966,Polka,0.60320,1.51911,-7.03107,0.60409,True,-0.12038
761,Jorg,0.10049,0.44065,2.12777,-2.58333,2.38792,0.53001,Polka,-0.59598,-0.27766,-7.38722,-1.67329,True,1.56634
762,Jorg,-0.80076,-0.51406,-3.13205,-2.33515,2.17373,-1.32163,Hambo,0.52082,-0.50064,-8.89417,1.06858,True,-5.56983
763,Jorg,-0.60959,-0.58130,3.01849,-2.43490,2.03160,0.07302,Slängpolskor,0.51913,-1.11576,-8.88799,-1.66966,True,-1.53871
764,Jorg,1.47434,-0.60960,8.32347,-2.28695,1.90679,0.16017,Schottis,1.38398,0.79718,-7.72117,-2.20991,True,11.53343
765,Jorg,0.96429,0.80989,-3.12947,-2.42636,2.24782,1.32606,Schottis,-0.74171,-2.98775,-7.87900,0.30205,True,3.25674
766,Atsuto,1.00248,0.15177,-1.08827,-2.64619,2.30926,-0.17528,Schottis,1.64964,-0.92829,-7.91334,3.16584,False,4.46826
767,Jorg,1.91715,0.75841,5.02847,-2.24429,2.17353,1.14486,Polskor,2.39972,-0.92537,-8.42583,0.81444,True,12.09997
768,Bob,0.40694,-0.33831,5.55592,-2.05179,1.98318,0.30274,Polka,1.91786,-2.26697,-9.09704,-2.68265,True,4.81264
769,Jorg,-0.65921,0.69655,1.74455,-2.05147,1.81605,0.75715,Slängpolskor,-4.59131,-4.39609,-10.42721,3.93555,True,-2.42379
770,Bob,0.73135,0.26635,1.93603,-2.13478,2.01333,1.09103,Polka,0.48290,1.87500,-8.87455,0.42065,True,4.62477
771,Jorg,0.23353,0.69382,0.96262,-1.92208,1.69155,0.92623,Polka,1.32393,0.31678,-10.14769,-1.00397,True,1.64894
772,Atsuto,0.49584,0.49616,-0.64700,-2.19734,2.01563,0.69552,Polka,0.11091,-1.14147,-8.03452,1.84154,False,2.15569
773,Jorg,0.50104,-0.23144,-3.19306,-3.02850,2.58465,0.23803,Polka,-1.69277,-2.80031,-11.89176,0.64237,True,0.90866
774,Atsuto,0.17307,-0.71445,0.47517,-2.59020,2.26108,-0.50885,Polka,-0.46384,0.04558,-8.99379,0.11729,False,1.10295
775,Atsuto,0.06659,0.88532,-6.11059,-1.84833,1.55459,0.46472,Polka,-1.25436,0.31417,-8.29181,3.35634,True,-2.72235
776,Bob,0.11122,0.06978,-4.78133,-1.91608,1.61787,0.14227,Polka,-0.50491,0.41900,-6.57452,-0.75172,True,-1.83456
777,Jorg,-0.52657,0.49997,-0.76720,-2.67673,2.33659,0.71924,Slängpolskor,-2.03067,-0.92511,-6.73545,-0.97022,False,-3.01643
778,Jorg,0.53550,-1.07339,2.42087,-1.97265,1.91844,-0.58596,Polka,-0.11941,0.94129,-9.43485,-0.89474,True,3.88794
779,Atsuto,-0.15917,-0.20159,-1.74270,-1.47242,1.26845,-0.89092,Slängpolskor,1.10901,0.86280,-9.97961,2.29740,True,-1.66721
780,Jorg,1.38817,-0.19236,-3.63189,-2.11626,1.84149,-0.70123,Schottis,-0.14923,1.23897,-8.11197,0.44484,True,5.12492
781,Bob,-1.19754,0.18577,4.08730,-1.57406,1.48031,-1.02905,Hambo,0.55711,0.70058,-9.60606,-1.31019,True,-3.94407
782,Bob,-0.69635,-0.50610,0.71118,-2.46501,1.92666,0.20836,Slängpolskor,0.39274,0.61244,-9.89002,-0.70754,False,-3.12617
783,Jorg,-1.04974,-0.55422,-3.05479,-2.56060,2.14364,-1.26309,Hambo,1.88915,2.39184,-7.49613,-0.85182,True,-6.77607
784,Jorg,0.84581,-0.39058,-6.40950,-1.46038,1.41955,0.42413,Schottis,0.11994,1.52250,-8.12239,-0.60575,True,1.02431
785,Jorg,1.00465,-0.61746,-6.70656,-2.59053,2.29332,-0.85196,Schottis,1.52860,1.49412,-5.42623,-0.53242,True,1.66996
786,Bob,-0.53536,0.33270,0.25646,-2.37249,2.27033,1.49717,Slängpolskor,-0.81315,-2.13054,-9.77272,-0.50806,False,-2.54859
787,Atsuto,-0.09707,-0.65703,-3.11471,-1.38726,1.24186,-1.12750,Slängpolskor,0.54919,-0.74335,-8.15855,-0.22003,True,-2.04273
788,Jorg,0.16979,0.25513,3.93088,-2.21490,1.97613,-0.35313,Polka,-0.41123,-0.02194,-7.08212,-0.90669,True,2.81437
789,Bob,-0.80525,-0.58779,-2.03779,-1.72678,1.63607,-0.21862,Hambo,-0.85545,0.10055,-9.68163,-1.62583,True,-5.04514
790,Bob,-2.65056,-0.17246,4.49603,-2.54055,2.24000,0.20368,Hambo,0.29861,2.04609,-8.71314,-2.58958,True,-11.00477
791,Bob,-1.25796,1.56239,7.25042,-3.42897,2.82657,1.79309,Hambo,-1.05540,0.95853,-9.89481,-2.10734,True,-2.66459
792,Jorg,-1.17577,0.76428,-0.33292,-3.00734,2.51736,0.35928,Hambo,-0.50512,0.38184,-7.19357,-0.69739,False,-6.04529
793,Jorg,-0.31134,-0.46759,-0.91984,-2.17766,2.03298,-0.09914,Slängpolskor,-3.26431,-0.82723,-8.40369,-1.54681,True,-2.01659
794,Jorg,-1.02759,1.48436,3.08442,-2.24616,2.06614,1.21394,Hambo,1.37351,-0.39046,-9.98771,1.86919,True,-3.59571
795,Bob,0.15345,-0.56538,3.54336,-2.81359,2.21429,-0.89850,Polka,-1.01307,-0.43340,-10.75037,0.57535,True,2.53893
796,Bob,-0.74573,-0.63896,-1.27706,-2.62609,2.47025,-0.65978,Slängpolskor,-0.62065,1.23499,-7.81971,-5.98431,True,-4.36717
797,Jorg,-1.02541,-0.52481,-0.13685,-2.59979,2.29447,-0.78951,Hambo,-0.85690,1.18016,-8.51740,-1.13039,False,-5.19548
798,Jorg,1.60909,0.32858,0.44542,-2.82814,2.46313,0.41341,Polskor,0.70973,0.68124,-7.69963,-2.52056,False,8.26817
799,Bob,0.94003,1.24292,-1.62325,-3.14060,2.75226,0.96623,Schottis,0.20870,-0.29750,-7.48712,-0.57231,False,3.88855
800,Atsuto,0.88954,1.06582,-2.21717,-1.34303,1.21027,0.85628,Schottis,0.14695,-0.49678,-9.66406,-0.70317,True,3.33909
801,Bob,-0.25379,-0.44991,8.40139,-2.56543,2.25416,-0.37730,Slängpolskor,-0.29865,0.15650,-9.76537,-1.71681,True,2.93173
802,Jorg,-1.55890,0.08962,-0.13855,-2.27096,1.84289,-0.53195,Hambo,1.46480,-1.51064,-9.69179,-0.57336,False,-7.86375
803,Atsuto,1.14427,0.27047,-0.10797,-1.77837,1.57062,0.54094,Schottis,1.23259,-0.80447,-8.24384,1.18142,False,5.66735
804,Atsuto,0.29822,-0.03153,-5.97802,-2.02494,1.85830,0.18266,Polka,0.21848,-0.50527,-9.16428,1.52246,True,-1.49793
805,Bob,-1.81192,-0.03473,2.47170,-3.86929,3.22409,-0.61511,Hambo,-1.68883,1.44375,-9.47861,-3.05807,True,-7.82373
806,Bob,1.71280,0.49258,2.81237,-2.70280,2.28070,-0.10705,Polskor,2.05043,-0.19658,-8.39826,-2.46613,True,9.97019
807,Jorg,-0.50502,0.38223,-5.04367,-2.31266,1.89042,0.40410,Slängpolskor,-1.47669,-0.65944,-10.10235,0.42414,True,-5.04692
808,Jorg,0.50846,-0.01548,-2.33689,-1.86593,1.73468,0.26128,Polka,-0.02743,1.07932,-9.49111,0.01452,True,1.37383
809,Jorg,0.19054,1.82969,-2.52758,-2.49515,2.25003,2.09385,Polka,-0.56522,-0.77971,-11.23880,3.04948,False,-0.31106
810,Jorg,0.99581,0.11683,-0.62983,-2.16358,2.03674,-0.01020,Schottis,2.21109,1.79091,-7.04558,-0.34729,False,4.66414
811,Bob,-0.96148,0.02969,5.78413,-3.33536,2.89233,-0.15017,Hambo,-0.42776,2.53148,-10.02277,-0.89440,True,-1.91532
812,Atsuto,2.76199,0.39751,-3.05135,-1.99185,1.82959,-0.16851,Polskor,1.44332,-0.27702,-6.80781,2.82547,True,12.28427
813,Jorg,-1.28545,-0.12598,1.77485,-2.15915,1.94924,0.31098,Hambo,1.34117,-1.23911,-9.30148,1.52419,True,-5.53983
814,Jorg,-1.49694,0.32371,4.81427,-2.32770,2.16539,-0.20669,Hambo,-0.23565,-0.38618,-5.55770,-1.12900,True,-5.07756
815,Jorg,-0.87151,-1.31106,-1.79319,-2.25809,2.03346,-1.62783,Hambo,-1.51913,-1.26108,-7.03302,-0.18010,True,-5.25414
816,Atsuto,-0.03217,0.23932,2.45818,-2.16747,1.99197,0.20294,Slängpolskor,0.74234,0.74689,-8.24376,2.90102,True,1.06822
817,Bob,1.20144,0.68066,-7.83411,-2.94762,2.68847,1.76994,Schottis,-0.94351,0.13614,-9.51715,-1.28019,True,2.09014
818,Jorg,-2.27215,-1.28257,-2.56874,-1.84639,1.73696,-0.73408,Hambo,-0.88915,0.05335,-12.35210,-0.53959,True,-12.64514
819,Bob,-0.96930,-0.28754,4.53320,-2.98990,2.55398,0.22587,Hambo,-1.70766,0.88291,-8.12712,-0.98700,True,-2.57991
820,Bob,-0.71795,0.75107,0.74671,-2.44996,2.22400,0.79223,Slängpolskor,1.27740,-1.45136,-9.03513,-2.44998,True,-3.21638
821,Jorg,-0.71131,-0.72719,2.64188,-2.80648,2.55238,0.35524,Slängpolskor,0.93961,-1.09910,-7.08849,0.21887,True,-2.23563
822,Atsuto,0.77991,-0.97789,-4.61068,-2.34544,2.11356,-1.29806,Schottis,0.75284,0.24037,-10.43242,1.13433,True,1.59419
823,Jorg,-0.01732,0.06404,-1.03604,-2.68068,2.33011,-0.09358,Slängpolskor,-1.91998,-0.52545,-11.18939,-0.22441,False,-0.60462
824,Bob,-0.11991,1.78237,0.73700,-2.29068,2.08385,1.36839,Slängpolskor,1.47029,0.31966,-8.66032,-1.84459,True,-0.23104
825,Jorg,1.51367,0.42734,-1.02952,-2.35442,2.11431,0.84803,Polskor,-1.84735,-1.93504,-9.51342,-1.85198,False,7.05360
826,Atsuto,-2.48680,-1.53665,-2.71037,-1.99403,1.79986,-1.27732,Hambo,-0.31411,-1.98322,-8.47454,1.82255,True,-13.78919
827,Bob,-0.16645,-0.44585,-2.88719,-2.22642,1.77386,0.12070,Slängpolskor,-0.99985,0.80010,-8.22349,-1.57308,True,-2.27584
828,Jorg,0.10743,-0.90521,-1.33261,-1.95616,1.83286,-1.08943,Polka,0.55129,1.85834,-11.88283,1.83975,True,-0.12914
829,Bob,-1.33146,1.09682,-2.75003,-2.70455,2.18767,-0.14395,Hambo,1.13799,0.49079,-8.24227,-1.90999,True,-8.03229
830,Jorg,1.72107,-0.46030,1.26869,-2.82288,2.48365,-0.15249,Polskor,0.65307,0.50664,-9.84886,-0.91728,False,9.23968
831,Jorg,-0.48077,-1.00082,0.69485,-3.08926,2.70353,-1.02695,Slängpolskor,-2.33616,-0.89824,-7.40443,-1.65090,False,-2.05643
832,Jorg,0.56201,-0.28675,0.38812,-3.26779,2.80043,-0.22576,Polka,-0.35774,-0.24673,-6.24858,-0.63331,False,3.00409
833,Jorg,-0.78733,0.58236,-0.46090,-3.00360,2.55098,0.29038,Hambo,1.68391,-0.87237,-10.95208,3.47825,False,-4.16708
834,Atsuto,-0.50542,0.35556,-2.78724,-2.75114,2.43081,0.50574,Slängpolskor,0.65985,-0.75969,-10.17268,1.85594,True,-3.92074
835,Jorg,-0.01976,-1.30993,1.65837,-2.60232,2.18370,-1.91300,Slängpolskor,-1.39285,-0.02232,-10.28666,-2.10035,False,0.73038
836,Atsuto,-1.62725,-1.43141,-0.75957,-2.31715,2.08571,-0.72802,Hambo,-0.26960,1.35635,-9.71127,0.84780,True,-8.51606
837,Bob,0.46458,-0.91226,-1.61742,-3.60425,3.02140,-0.66148,Polka,-1.90865,0.28023,-10.48195,-0.73996,True,1.51420
838,Jorg,-0.87011,-0.42316,-1.76613,-1.98498,1.77581,-0.47049,Hambo,-1.45098,-0.15739,-6.94814,-1.49784,True,-5.23361
839,Jorg,-0.63315,-0.45320,3.61010,-2.14532,1.78366,-1.07868,Slängpolskor,3.30209,1.51493,-7.45136,-0.83289,True,-1.36069
840,Atsuto,0.88283,-0.62399,-0.54084,-2.48310,2.21638,-0.51577,Schottis,-0.17324,-0.02317,-8.50408,0.58290,True,4.14371
841,Jorg,-0.17827,-0.03679,1.41882,-2.20374,2.12355,1.12594,Slängpolskor,0.38285,-0.62723,-11.08173,2.57753,True,-0.18192
842,Jorg,-0.37199,-0.93285,1.61619,-2.86652,2.40202,-0.66808,Slängpolskor,0.27667,-1.20041,-10.08407,0.74997,False,-1.05186
843,Jorg,0.55846,0.12656,2.98911,-1.71876,1.67608,-0.15035,Polka,-1.28731,-0.14138,-8.54767,-3.15885,True,4.28683
844,Bob,-0.00985,-0.09485,1.55665,-1.29436,1.23723,0.36806,Slängpolskor,0.69586,1.13506,-8.79959,-0.73928,True,0.72906
845,Jorg,-0.43412,-0.46758,1.02310,-2.63105,2.40438,-0.36489,Slängpolskor,1.02748,-1.68859,-7.33373,-0.35410,False,-1.65906
846,Jorg,0.85371,0.28468,2.67101,-2.42987,2.29247,0.22095,Schottis,2.50584,0.34327,-6.88304,0.40715,True,5.60406
847,Bob,-1.04400,-0.79555,-1.62061,-2.64471,2.36540,-0.93171,Hambo,-0.97281,0.70368,-10.11107,-1.35554,True,-6.03033
848,Bob,-0.22626,-0.21030,4.32612,-2.01465,1.73549,-0.55627,Slängpolskor,0.44799,1.97313,-9.12963,-1.91938,True,1.03174
849,Jorg,-0.06488,-0.73237,-4.94703,-2.39579,2.22849,-0.20113,Slängpolskor,-1.11725,-0.08514,-7.89394,-1.00444,True,-2.79791
850,Bob,1.30310,-0.27735,-2.64437,-3.95224,3.29982,0.22920,Schottis,2.02383,-2.14635,-9.23625,-2.02926,True,5.19330
851,Jorg,-0.24513,-1.10398,7.34635,-2.12596,1.93457,-1.47831,Slängpolskor,0.42724,0.23737,-9.46276,-0.42262,True,2.44754
852,Bob,0.37244,-0.27812,-4.55858,-2.29740,2.11213,-0.05601,Polka,-1.49809,0.10508,-8.96789,-2.91056,True,-0.41707
853,Atsuto,0.65696,0.59942,-0.70396,-1.62871,1.38985,0.69996,Polka,-1.03315,-1.12251,-6.82289,-2.41071,False,2.93280
854,Atsuto,0.97178,-0.81779,-4.47146,-2.08229,1.85374,-0.81813,Schottis,-0.40348,-0.32363,-8.08283,-0.03934,True,2.62319
855,Bob,0.40491,-0.58662,1.22394,-2.85397,2.45622,-0.45708,Polka,1.20852,-1.28127,-8.52549,-3.23974,False,2.63651
856,Jorg,0.59520,0.76798,-0.03864,-2.91583,2.45874,0.88657,Polka,-0.48592,-1.05188,-9.02745,-0.84760,False,2.95668
857,Jorg,-0.51833,1.31084,3.46811,-2.37304,2.04127,1.46316,Slängpolskor,-0.53804,-1.53577,-7.23317,-1.19096,True,-0.85762
858,Jorg,0.45538,0.89412,-4.06300,-2.31391,2.12094,1.67233,Polka,0.35367,-0.17003,-12.28158,2.31434,True,0.24542
859,Jorg,0.71235,0.31326,2.43796,-2.57167,2.11095,-0.15077,Polka,-3.01798,-1.14848,-7.72284,-1.87899,True,4.78074
860,Jorg,-0.05629,0.34587,-4.20356,-2.88287,2.56310,0.21144,Slängpolskor,0.25757,0.31766,-9.32236,-1.38009,True,-2.38322
861,Jorg,0.09165,-1.26124,-1.24367,-2.61277,2.26469,-2.07630,Polka,-0.26870,1.47306,-7.40919,-1.24153,True,-0.16358
862,Jorg,-1.87381,0.11513,2.11635,-3.04294,2.54563,1.30229,Hambo,0.47618,0.35846,-7.60958,-1.12472,True,-8.31089
863,Bob,1.28791,-0.81548,-5.22213,-2.46349,1.99656,-0.14792,Schottis,-0.31763,0.25021,-8.48306,-2.79197,True,3.82849
864,Jorg,-1.08552,0.08252,5.26957,-2.12901,1.84870,-0.12391,Hambo,-0.84510,-1.37637,-10.91434,3.10579,True,-2.79281
865,Jorg,0.65266,0.04332,-2.90383,-2.64476,2.27603,-0.81422,Polka,0.68483,1.97508,-9.18770,-2.89547,True,1.81139
866,Bob,-0.09469,0.27734,0.70740,-2.79230,2.28641,-0.21374,Slängpolskor,0.99333,-0.63028,-9.89489,-0.43995,False,-0.11974
867,Jorg,-0.39589,-0.29926,-2.40926,-2.01050,1.80287,-0.68805,Slängpolskor,2.88743,3.68265,-11.10886,-3.16841,True,-3.18410
868,Bob,1.08366,0.00593,0.62668,-3.82122,3.25609,0.87987,Schottis,1.25417,0.34873,-10.46968,-2.15305,False,5.73163
869,Jorg,-1.28247,0.20743,2.81576,-2.16881,1.80705,0.29851,Hambo,-0.91404,0.52859,-11.09112,2.96643,True,-5.00450
870,Bob,-1.76472,-0.52089,2.02331,-2.85009,2.41694,-0.60149,Hambo,2.09560,0.42629,-10.26521,-0.81395,True,-7.81194
871,Atsuto,0.63182,0.61774,-1.28969,-1.43551,1.25503,0.26061,Polka,0.52927,0.23431,-9.20425,0.82349,False,2.51426
872,Jorg,1.72801,0.56160,0.30822,-2.15144,1.81998,1.15611,Polskor,-0.54420,1.59648,-8.78096,-1.71196,False,8.79415
873,Jorg,0.05814,0.42406,-0.03143,-1.94647,1.76798,0.13569,Polka,1.97372,2.04828,-8.09491,-1.69390,False,0.27499
874,Atsuto,0.10410,-0.65440,-5.40125,-1.63671,1.35188,-0.95499,Polka,0.20505,-0.28464,-9.22151,1.33937,True,-2.18012
875,Bob,-0.15527,0.08426,0.49025,-1.69682,1.51534,0.11633,Slängpolskor,-0.87188,-0.00089,-9.18958,-2.90453,False,-0.53123
876,Jorg,-0.49322,-0.40482,-1.50266,-3.28764,2.79944,-0.22111,Slängpolskor,0.55157,0.52285,-8.29838,-1.29445,True,-3.21745
877,Bob,-0.40020,-0.54830,-0.98320,-3.28728,2.88934,-0.47540,Slängpolskor,1.53482,-1.50790,-9.32183,0.65594,True,-2.49262
878,Jorg,0.65918,-0.26534,-1.20901,-2.57287,2.32684,-0.02437,Polka,-0.22131,-1.35077,-9.20599,0.46677,True,2.69140
879,Jorg,-0.87742,-0.76737,3.31308,-3.00049,2.52985,-1.64077,Hambo,-3.19903,-1.92708,-5.67935,1.12983,True,-2.73057
880,Bob,-0.65585,1.10148,-5.21068,-2.86374,2.52501,0.36665,Slängpolskor,-1.04322,0.21383,-9.82923,0.27169,True,-5.88460
881,Bob,0.73095,0.60570,-0.06556,-2.56184,2.40450,1.05783,Polka,-0.81806,0.60204,-9.77615,-2.38548,False,3.62199
882,Bob,0.46981,-0.76243,-5.19523,-2.78740,2.43408,-0.33392,Polka,0.13530,-1.45722,-9.82152,-1.08715,True,-0.24859
883,Bob,1.62757,1.20033,-3.27315,-3.56654,3.09959,1.20114,Polskor,-0.50568,0.67027,-10.22363,-1.31663,True,6.50125
884,Jorg,0.60829,-0.71412,-0.72836,-2.35536,1.97754,-0.63548,Polka,-1.55889,-1.33709,-11.16386,0.82886,True,2.67726
885,Jorg,0.92803,-0.66204,-6.72318,-1.98415,1.86368,-0.52684,Schottis,2.01240,-0.44074,-6.03793,0.92234,True,1.27858
886,Jorg,3.60347,0.83762,-9.05907,-2.33277,2.02434,1.99184,Polskor,-0.57337,0.42580,-5.19888,0.14859,True,13.48781
887,Jorg,0.48478,0.47880,-2.82229,-2.28297,2.02419,0.64725,Polka,-0.98038,-0.86115,-10.39420,-1.69021,True,1.01277
888,Bob,-0.79830,-1.17550,-3.55875,-2.11228,1.94899,-1.06484,Hambo,0.96559,1.26246,-10.50479,-1.36228,True,-5.77088
889,Jorg,-0.47450,1.23985,-1.92016,-2.61163,2.28675,1.54306,Slängpolskor,1.07097,3.64031,-5.81021,-0.78086,False,-3.33256
890,Jorg,0.16333,0.20455,-5.39085,-2.32228,2.23881,0.51337,Polka,1.06873,0.36897,-9.50903,1.72984,True,-1.87880
891,Jorg,0.72028,-0.42099,-3.36218,-2.82306,2.35129,-0.60181,Polka,0.63073,0.14965,-10.56104,-1.75021,True,1.92031
892,Atsuto,-1.52536,-1.63331,0.83971,-2.48385,2.27885,-0.12167,Hambo,-0.72530,-0.28556,-9.97982,1.28076,False,-7.20696
893,Bob,1.60035,0.08900,-3.14087,-2.60373,2.45386,0.36827,Polskor,0.73930,-0.91912,-10.67236,-2.63722,True,6.43132
894,Jorg,-0.59621,0.73002,-4.25031,-1.85984,1.68248,1.56798,Slängpolskor,1.74579,3.31540,-8.69952,-0.08218,True,-5.10622
895,Jorg,0.40100,0.68620,-3.67759,-2.14025,1.80096,0.44792,Polka,0.70684,0.20333,-8.00829,-1.19259,True,0.16621
896,Atsuto,0.83970,1.18863,-2.64026,-2.54016,2.23495,0.89739,Schottis,0.13091,-0.90952,-7.78975,3.57424,True,2.87837
897,Bob,-0.91922,-0.60966,-0.56360,-2.84005,2.28467,-0.46356,Hambo,-0.28095,-0.35574,-9.02923,-1.23394,True,-4.87791
898,Jorg,0.77077,-0.29966,1.54063,-1.47230,1.40639,-0.05648,Schottis,0.95417,-0.94019,-11.68927,-0.60058,True,4.62418
899,Jorg,1.47919,0.61492,-0.43036,-1.82887,1.66043,0.36401,Schottis,-1.03413,-2.46465,-10.29679,1.62613,False,7.18077
900,Jorg,-0.86776,0.45621,-2.15395,-1.54989,1.48032,0.55958,Hambo,2.02398,1.42096,-10.37695,2.24367,True,-5.41580
901,Jorg,-0.23566,-0.04058,1.27780,-2.08566,1.78084,0.14090,Slängpolskor,-0.41111,0.60218,-4.87281,-1.71741,True,-0.53938
902,Bob,-0.02232,-1.06119,2.72372,-3.14332,2.55432,-0.25354,Slängpolskor,-1.41616,-2.36367,-9.51092,-2.75660,True,1.25025
903,Atsuto,1.07896,0.81445,1.72098,-1.93345,1.71134,0.53724,Schottis,0.83104,0.39698,-9.46862,0.06592,True,6.25527
904,Jorg,0.04143,0.60682,1.84707,-2.58882,2.32985,0.31717,Polka,-0.18419,-1.26342,-9.20077,-1.83645,True,1.13067
905,Jorg,-0.66098,1.56063,-3.18743,-2.54520,2.09256,1.49514,Slängpolskor,-0.16932,0.55093,-9.60952,3.78060,True,-4.89863
906,Atsuto,1.48982,0.09747,-5.82216,-2.31508,2.12659,-0.41895,Schottis,-0.50714,0.68704,-7.30159,4.66057,True,4.53802
907,Bob,0.12723,0.61742,3.89155,-2.99422,2.68007,1.43903,Polka,1.15390,-0.01744,-8.66386,-0.83450,True,2.58192
908,Bob,-1.89332,-0.23683,1.03476,-1.29272,1.23481,0.05136,Hambo,-1.28523,0.57044,-8.20689,-2.21942,False,-8.94920
909,Bob,-0.58715,0.03887,-2.84072,-3.05860,2.71953,-0.23632,Slängpolskor,3.68302,-2.11073,-9.04776,-2.11156,True,-4.35610
910,Bob,0.57131,-0.52487,-2.53655,-2.60916,2.31556,-0.89960,Polka,0.22466,0.53267,-8.01589,-3.36178,True,1.58830
911,Jorg,2.09569,1.28512,-6.19707,-2.60083,2.14722,0.55629,Polskor,-0.67974,0.20564,-9.78514,-0.43218,True,7.37993
912,Jorg,0.87660,0.63782,-3.84702,-2.93170,2.46093,0.55184,Schottis,-0.11034,-0.16588,-12.16144,-0.80295,True,2.45950
913,Jorg,-0.61864,-0.29763,1.80011,-2.43837,2.01814,-0.31493,Slängpolskor,2.20301,-0.05681,-8.18401,-0.02289,True,-2.19313
914,Jorg,-1.02032,0.59995,-0.77208,-2.92013,2.61542,0.21222,Hambo,1.85557,0.24947,-8.27335,-1.96117,False,-5.48763
915,Jorg,-0.02423,-0.65670,1.20844,-2.65159,2.32455,-0.40799,Slängpolskor,-0.00001,-2.19253,-8.63251,0.23901,False,0.48309
